Nama_Kampus,Jenis_Kampus,Provinsi,Kota_Kabupaten,Jurusan,Akreditasi,Keunggulan,Website
Universitas Indonesia,PTN,Jawa Barat,Depok,Kedokteran,Unggul,Pendidikan Dokter Umum dan Spesialis, Rumah Sakit Pendidikan, Penelitian Biomedis,https://www.ui.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Teknik Elektro,Unggul,Sistem Tenaga, Elektronika, Telekomunikasi,https://www.itb.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Teknik Sipil,Unggul,Rekayasa Struktur, Teknik Geoteknik, Manajemen Konstruksi,https://www.itb.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Teknik Mesin,Unggul,Konversi Energi, Manufaktur, Dinamika dan Kontrol,https://www.itb.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Teknik Industri,Unggul,Rekayasa Sistem Industri, Riset Operasi, Manajemen Kualitas,https://www.itb.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Teknik Lingkungan,Unggul,Pengelolaan Air Limbah, Kualitas Udara, Manajemen Limbah B3,https://www.itb.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Desain Komunikasi Visual,Unggul,Branding, Desain Digital, Tipografi, Ilustrasi,https://www.itb.ac.id
Institut Teknologi Bandung,PTN,Jawa Barat,Bandung,Sistem Informasi,Unggul,Business Intelligence, Digital Transformation, Enterprise Systems,https://www.itb.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Teknik Mesin,Unggul,Manufaktur, Konversi Energi, Mekatronika, Material Teknik,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Teknik Informatika,Unggul,AI, Data Science, Cyber Security, Software Engineering,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Teknik Elektro,Unggul,Robotika, Embedded System, IoT, Sistem Kontrol,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Teknik Sipil,Unggul,Rekayasa Struktur, Manajemen Konstruksi, Teknik Pantai,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Teknik Industri,Unggul,Sistem Produksi, Supply Chain Management, Analitik Industri,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Teknik Lingkungan,Unggul,Teknologi Pengolahan Air, Pengelolaan Lingkungan, Remediasi,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Desain Komunikasi Visual,Unggul,Desain Interaktif, Visual Identity, Motion Graphics,https://www.its.ac.id
Institut Teknologi Sepuluh Nopember,PTN,Jawa Timur,Surabaya,Sistem Informasi,Unggul,Business Technology, Enterprise Architecture, Digital Analytics,https://www.its.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Farmasi,Unggul,Farmasi Klinis, Farmasi Industri, Bioteknologi Farmasi,https://www.unair.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Kedokteran,Unggul,Pendidikan Dokter, Penelitian Biomedis, Rumah Sakit Pendidikan,https://www.unair.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Psikologi,Unggul,Psikologi Klinis, Psikologi Industri dan Organisasi, Neuropsikologi,https://www.unair.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Hukum,Unggul,Hukum Bisnis, Hukum Internasional, Hukum Pidana,https://www.unair.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Akuntansi,Unggul,Akuntansi Keuangan, Audit, Akuntansi Syariah,https://www.unair.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Manajemen,Unggul,Manajemen Keuangan, Pemasaran, Manajemen SDM,https://www.unair.ac.id
Universitas Airlangga,PTN,Jawa Timur,Surabaya,Ilmu Komunikasi,Unggul,Jurnalisme, Hubungan Masyarakat, Komunikasi Korporat,https://www.unair.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Teknik Lingkungan,Unggul,Pengelolaan Limbah, Kualitas Air, Sanitasi Lingkungan,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Teknik Sipil,Unggul,Struktur Bangunan, Geoteknik, Manajemen Konstruksi,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Teknik Mesin,Unggul,Manufaktur, Konversi Energi, Desain Produk,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Teknik Industri,Unggul,Optimasi Sistem, Analitik Industri, Ergonomi,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Teknik Elektro,Unggul,Sistem Tenaga Listrik, Elektronika, Telekomunikasi,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Hukum,Unggul,Hukum Perdata, Hukum Pidana, Hukum Tata Negara,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Akuntansi,Unggul,Akuntansi Keuangan, Perpajakan, Sistem Informasi Akuntansi,https://www.undip.ac.id
Universitas Diponegoro,PTN,Jawa Tengah,Semarang,Manajemen,Unggul,Manajemen Strategik, Kewirausahaan, Manajemen Pemasaran,https://www.undip.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Psikologi,Unggul,Psikologi Klinis, Psikologi Pendidikan, Psikologi Forensik,https://www.unpad.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Kedokteran,Unggul,Pendidikan Dokter, Penelitian Kesehatan, Kedokteran Komunitas,https://www.unpad.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Farmasi,Unggul,Farmasi Klinis, Farmasi Industri, Kimia Medisinal,https://www.unpad.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Hukum,Unggul,Hukum Bisnis, Hukum Internasional, Hukum Lingkungan,https://www.unpad.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Ilmu Komunikasi,Unggul,Komunikasi Massa, Hubungan Masyarakat, Komunikasi Digital,https://www.unpad.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Manajemen,Unggul,Manajemen Bisnis, Manajemen Keuangan, Kewirausahaan,https://www.unpad.ac.id
Universitas Padjadjaran,PTN,Jawa Barat,Sumedang,Akuntansi,Unggul,Akuntansi Keuangan, Audit, Akuntansi Pemerintahan,https://www.unpad.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Teknik Industri,Unggul,Rekayasa Sistem Industri, Manajemen Kualitas, Rantai Pasok,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Teknik Informatika,Unggul,AI dan Software Engineering, Data Science, Jaringan Komputer,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Sistem Informasi,Unggul,Business Technology, Digital Transformation, Sistem Enterprise,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Teknik Sipil,Unggul,Rekayasa Struktur, Teknik Pengairan, Manajemen Konstruksi,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Teknik Mesin,Unggul,Manufaktur, Konversi Energi, Mekatronika,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Teknik Elektro,Unggul,Sistem Kontrol, Elektronika Daya, Telekomunikasi,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Akuntansi,Unggul,Akuntansi Keuangan, Audit, Perpajakan,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Manajemen,Unggul,Manajemen Strategik, Manajemen Pemasaran, Kewirausahaan,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Hukum,Unggul,Hukum Bisnis, Hukum Pidana, Hukum Agraria,https://www.ub.ac.id
Universitas Brawijaya,PTN,Jawa Timur,Malang,Ilmu Komunikasi,Unggul,Jurnalisme, Hubungan Masyarakat, Komunikasi Digital,https://www.ub.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Teknik Sipil,Unggul,Teknik Struktur, Geoteknik, Manajemen Konstruksi,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Hukum,Unggul,Hukum Perdata, Hukum Pidana, Hukum Bisnis,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Akuntansi,Unggul,Akuntansi Keuangan, Audit, Perpajakan,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Manajemen,Unggul,Manajemen Pemasaran, Keuangan, Kewirausahaan,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Pendidikan,Unggul,Pendidikan Dasar, Bimbingan Konseling, Teknologi Pendidikan,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Ilmu Komunikasi,Unggul,Jurnalisme, Broadcasting, Komunikasi Digital,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Psikologi,Unggul,Psikologi Klinis, Psikologi Pendidikan, Psikologi Industri,https://www.uns.ac.id
Universitas Sebelas Maret,PTN,Jawa Tengah,Surakarta,Teknik Industri,Unggul,Sistem Produksi, Manajemen Kualitas, Ergonomi,https://www.uns.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Teknik Informatika,Unggul,AI, Software Engineering, Cyber Security, Game Technology,https://binus.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Sistem Informasi,Unggul,Business Intelligence, Digital Transformation, ERP Systems,https://binus.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Desain Komunikasi Visual,Unggul,Branding, Digital Design, UI/UX Design, Motion Graphics,https://binus.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Manajemen,Unggul,Manajemen Bisnis Digital, Kewirausahaan, Manajemen Pemasaran,https://binus.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Akuntansi,Unggul,Akuntansi Digital, Audit, Sistem Informasi Akuntansi,https://binus.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Ilmu Komunikasi,Unggul,Media Digital, Komunikasi Korporat, Hubungan Masyarakat,https://binus.ac.id
Universitas Bina Nusantara,PTS,DKI Jakarta,Jakarta,Arsitektur,Baik Sekali,Perancangan Bangunan, Desain Interior, Arsitektur Digital,https://binus.ac.id
Universitas Telkom,PTS,Jawa Barat,Bandung,Sistem Informasi,Unggul,Business Technology, Digital Transformation, Cloud Computing,https://telkomuniversity.ac.id
Universitas Telkom,PTS,Jawa Barat,Bandung,Teknik Informatika,Unggul,AI, Data Science, Cyber Security, Software Engineering,https://telkomuniversity.ac.id
Universitas Telkom,PTS,Jawa Barat,Bandung,Teknik Elektro,Unggul,Telekomunikasi, IoT, Embedded System, Jaringan Nirkabel,https://telkomuniversity.ac.id
Universitas Telkom,PTS,Jawa Barat,Bandung,Desain Komunikasi Visual,Unggul,UI/UX Design, Branding Digital, Motion Design, Ilustrasi Digital,https://telkomuniversity.ac.id
Universitas Telkom,PTS,Jawa Barat,Bandung,Manajemen Bisnis,Unggul,Digital Business, E-Commerce, Manajemen Inovasi,https://telkomuniversity.ac.id
Universitas Telkom,PTS,Jawa Barat,Bandung,Teknik Industri,Baik Sekali,Sistem Produksi, Analitik Industri, Manajemen Kualitas,https://telkomuniversity.ac.id
Universitas Pendidikan Indonesia,PTN,Jawa Barat,Bandung,Pendidikan,Unggul,Pendidikan Dasar, Bimbingan Konseling, Teknologi Pendidikan,https://www.upi.edu
Universitas Pendidikan Indonesia,PTN,Jawa Barat,Bandung,Ilmu Keolahragaan,Unggul,Kepelatihan Olahraga, Manajemen Olahraga, Pendidikan Jasmani,https://www.upi.edu
Universitas Pendidikan Indonesia,PTN,Jawa Barat,Bandung,Psikologi,Baik Sekali,Psikologi Pendidikan, Psikologi Klinis, Konseling,https://www.upi.edu
Universitas Negeri Yogyakarta,PTN,DI Yogyakarta,Sleman,Ilmu Keolahragaan,Unggul,Kepelatihan Olahraga, Pendidikan Jasmani, Manajemen Olahraga,https://www.uny.ac.id
Universitas Negeri Yogyakarta,PTN,DI Yogyakarta,Sleman,Pendidikan,Unggul,Pendidikan Dasar, Bimbingan Konseling, Kurikulum dan Teknologi Pendidikan,https://www.uny.ac.id
Universitas Negeri Yogyakarta,PTN,DI Yogyakarta,Sleman,Manajemen,Baik Sekali,Manajemen Pendidikan, Manajemen Bisnis, Kewirausahaan,https://www.uny.ac.id
Universitas Negeri Yogyakarta,PTN,DI Yogyakarta,Sleman,Akuntansi,Baik Sekali,Akuntansi Keuangan, Akuntansi Pendidikan, Perpajakan,https://www.uny.ac.id
Universitas Negeri Semarang,PTN,Jawa Tengah,Semarang,Pendidikan,Unggul,Pendidikan Dasar, Teknologi Pendidikan, Bimbingan Konseling,https://unnes.ac.id
Universitas Negeri Semarang,PTN,Jawa Tengah,Semarang,Ilmu Keolahragaan,Unggul,Pendidikan Jasmani, Kepelatihan Olahraga, Ilmu Gizi Olahraga,https://unnes.ac.id
Universitas Negeri Semarang,PTN,Jawa Tengah,Semarang,Manajemen,Baik Sekali,Manajemen Pendidikan, Kewirausahaan, Manajemen Bisnis,https://unnes.ac.id
Universitas Negeri Malang,PTN,Jawa Timur,Malang,Desain Komunikasi Visual,Unggul,Ilustrasi, Branding, Desain Grafis, Media Interaktif,https://um.ac.id
Universitas Negeri Malang,PTN,Jawa Timur,Malang,Pendidikan,Unggul,Pendidikan Dasar, Bimbingan Konseling, Teknologi Pendidikan,https://um.ac.id
Universitas Negeri Malang,PTN,Jawa Timur,Malang,Ilmu Keolahragaan,Baik Sekali,Pendidikan Jasmani, Kepelatihan, Manajemen Olahraga,https://um.ac.id
Universitas Multimedia Nusantara,PTS,Banten,Tangerang,Desain Komunikasi Visual,Unggul,UI/UX Design, Branding, Digital Media, Motion Graphics,https://www.umn.ac.id
Universitas Multimedia Nusantara,PTS,Banten,Tangerang,Ilmu Komunikasi,Unggul,Jurnalisme Multimedia, Public Relations, Komunikasi Digital,https://www.umn.ac.id
Universitas Multimedia Nusantara,PTS,Banten,Tangerang,Teknik Informatika,Baik Sekali,Software Engineering, Mobile Development, Game Technology,https://www.umn.ac.id
Universitas Multimedia Nusantara,PTS,Banten,Tangerang,Sistem Informasi,Baik Sekali,Business Technology, Digital Analytics, ERP Systems,https://www.umn.ac.id
Universitas Islam Indonesia,PTS,DI Yogyakarta,Sleman,Akuntansi,Unggul,Akuntansi Keuangan, Audit, Perpajakan, Akuntansi Syariah,https://www.uii.ac.id
Universitas Islam Indonesia,PTS,DI Yogyakarta,Sleman,Hukum,Unggul,Hukum Bisnis, Hukum Islam, Hukum Internasional,https://www.uii.ac.id
Universitas Islam Indonesia,PTS,DI Yogyakarta,Sleman,Manajemen,Unggul,Manajemen Strategik, Manajemen Keuangan Syariah, Kewirausahaan,https://www.uii.ac.id
Universitas Islam Indonesia,PTS,DI Yogyakarta,Sleman,Teknik Informatika,Baik Sekali,Software Engineering, AI, Keamanan Sistem Informasi,https://www.uii.ac.id
Universitas Islam Indonesia,PTS,DI Yogyakarta,Sleman,Teknik Industri,Unggul,Rekayasa Sistem, Manajemen Kualitas, Ergonomi,https://www.uii.ac.id
Universitas Muhammadiyah Yogyakarta,PTS,DI Yogyakarta,Bantul,Ilmu Komunikasi,Unggul,Komunikasi Dakwah, Hubungan Masyarakat, Jurnalisme,https://www.umy.ac.id
Universitas Muhammadiyah Yogyakarta,PTS,DI Yogyakarta,Bantul,Manajemen,Baik Sekali,Manajemen Bisnis, Kewirausahaan, Manajemen Pemasaran,https://www.umy.ac.id
Universitas Muhammadiyah Yogyakarta,PTS,DI Yogyakarta,Bantul,Hukum,Baik Sekali,Hukum Bisnis, Hukum Islam, Hukum Ketenagakerjaan,https://www.umy.ac.id
Universitas Muhammadiyah Yogyakarta,PTS,DI Yogyakarta,Bantul,Teknik Sipil,Baik Sekali,Rekayasa Struktur, Manajemen Konstruksi, Geoteknik,https://www.umy.ac.id
Universitas Muhammadiyah Malang,PTS,Jawa Timur,Malang,Ilmu Komunikasi,Unggul,Jurnalisme, Komunikasi Digital, Hubungan Masyarakat,https://www.umm.ac.id
Universitas Muhammadiyah Malang,PTS,Jawa Timur,Malang,Psikologi,Unggul,Psikologi Klinis, Psikologi Pendidikan, Psikologi Industri,https://www.umm.ac.id
Universitas Muhammadiyah Malang,PTS,Jawa Timur,Malang,Manajemen,Baik Sekali,Manajemen Bisnis, Kewirausahaan, Manajemen Pemasaran,https://www.umm.ac.id
Universitas Muhammadiyah Malang,PTS,Jawa Timur,Malang,Hukum,Baik Sekali,Hukum Bisnis, Hukum Islam, Hukum Pidana,https://www.umm.ac.id
Universitas Muhammadiyah Malang,PTS,Jawa Timur,Malang,Teknik Informatika,Baik Sekali,Software Engineering, Jaringan Komputer, Keamanan Informasi,https://www.umm.ac.id
Universitas Muhammadiyah Surakarta,PTS,Jawa Tengah,Surakarta,Farmasi,Baik Sekali,Farmasi Klinis, Farmasi Industri, Kimia Farmasi,https://www.ums.ac.id
Universitas Muhammadiyah Surakarta,PTS,Jawa Tengah,Surakarta,Manajemen,Baik Sekali,Manajemen Bisnis, Kewirausahaan, Manajemen Keuangan,https://www.ums.ac.id
Universitas Muhammadiyah Surakarta,PTS,Jawa Tengah,Surakarta,Hukum,Baik Sekali,Hukum Bisnis, Hukum Islam, Hukum Ketenagakerjaan,https://www.ums.ac.id
Universitas Muhammadiyah Surakarta,PTS,Jawa Tengah,Surakarta,Teknik Sipil,Baik Sekali,Rekayasa Struktur, Manajemen Konstruksi, Teknik Jalan,https://www.ums.ac.id
Universitas Muhammadiyah Surakarta,PTS,Jawa Tengah,Surakarta,Teknik Informatika,Baik Sekali,Software Engineering, Jaringan Komputer, AI,https://www.ums.ac.id
Universitas Tarumanagara,PTS,DKI Jakarta,Jakarta,Arsitektur,Unggul,Perancangan Bangunan, Urban Design, Arsitektur Interior,https://untar.ac.id
Universitas Tarumanagara,PTS,DKI Jakarta,Jakarta,Teknik Sipil,Unggul,Rekayasa Struktur, Geoteknik, Manajemen Konstruksi,https://untar.ac.id
Universitas Tarumanagara,PTS,DKI Jakarta,Jakarta,Psikologi,Unggul,Psikologi Klinis, Psikologi Pendidikan, Psikologi Industri,https://untar.ac.id
Universitas Tarumanagara,PTS,DKI Jakarta,Jakarta,Hukum,Baik Sekali,Hukum Perdata, Hukum Bisnis, Hukum Internasional,https://untar.ac.id
Universitas Tarumanagara,PTS,DKI Jakarta,Jakarta,Teknik Industri,Baik Sekali,Rekayasa Sistem, Manajemen Produksi, Ergonomi,https://untar.ac.id
Universitas Trisakti,PTS,DKI Jakarta,Jakarta,Teknik Sipil,Unggul,Rekayasa Struktur, Manajemen Konstruksi, Teknik Geoteknik,https://www.trisakti.ac.id
Universitas Trisakti,PTS,DKI Jakarta,Jakarta,Arsitektur,Unggul,Perancangan Bangunan, Arsitektur Kota, Desain Interior,https://www.trisakti.ac.id
Universitas Trisakti,PTS,DKI Jakarta,Jakarta,Teknik Mesin,Baik Sekali,Manufaktur, Konversi Energi, Teknik Material,https://www.trisakti.ac.id
Universitas Trisakti,PTS,DKI Jakarta,Jakarta,Teknik Industri,Baik Sekali,Sistem Produksi, Manajemen Kualitas, Optimasi Proses,https://www.trisakti.ac.id
Universitas Trisakti,PTS,DKI Jakarta,Jakarta,Manajemen,Baik Sekali,Manajemen Bisnis, Kewirausahaan, Manajemen Keuangan,https://www.trisakti.ac.id
Universitas Trisakti,PTS,DKI Jakarta,Jakarta,Akuntansi,Baik Sekali,Akuntansi Keuangan, Audit, Perpajakan,https://www.trisakti.ac.id
Universitas Katolik Indonesia Atma Jaya,PTS,DKI Jakarta,Jakarta,Psikologi,Unggul,Psikologi Klinis, Psikologi Industri dan Organisasi, Psikologi Pendidikan,https://www.atmajaya.ac.id
Universitas Katolik Indonesia Atma Jaya,PTS,DKI Jakarta,Jakarta,Hukum,Unggul,Hukum Perdata, Hukum Internasional, Hukum Bisnis,https://www.atmajaya.ac.id
Universitas Katolik Indonesia Atma Jaya,PTS,DKI Jakarta,Jakarta,Manajemen,Baik Sekali,Manajemen Bisnis, Keuangan, Pemasaran Digital,https://www.atmajaya.ac.id
Universitas Katolik Indonesia Atma Jaya,PTS,DKI Jakarta,Jakarta,Teknik Informatika,Baik Sekali,Software Engineering, Sistem Cerdas, Keamanan Siber,https://www.atmajaya.ac.id
Universitas Katolik Indonesia Atma Jaya,PTS,DKI Jakarta,Jakarta,Akuntansi,Baik Sekali,Akuntansi Keuangan, Audit, Perpajakan,https://www.atmajaya.ac.id
Universitas Katolik Parahyangan,PTS,Jawa Barat,Bandung,Hukum,Unggul,Hukum Bisnis, Hukum Internasional, Hukum Tata Negara,https://unpar.ac.id
Universitas Katolik Parahyangan,PTS,Jawa Barat,Bandung,Arsitektur,Unggul,Perancangan Bangunan, Urban Design, Arsitektur Berkelanjutan,https://unpar.ac.id
Universitas Katolik Parahyangan,PTS,Jawa Barat,Bandung,Teknik Sipil,Unggul,Rekayasa Struktur, Geoteknik, Manajemen Konstruksi,https://unpar.ac.id
Universitas Katolik Parahyangan,PTS,Jawa Barat,Bandung,Manajemen,Unggul,Manajemen Strategik, Keuangan, Kewirausahaan,https://unpar.ac.id
Universitas Katolik Parahyangan,PTS,Jawa Barat,Bandung,Akuntansi,Unggul,Akuntansi Keuangan, Audit, Perpajakan,https://unpar.ac.id
Universitas Kristen Petra,PTS,Jawa Timur,Surabaya,Arsitektur,Unggul,Perancangan Bangunan, Arsitektur Interior, Urban Design,https://www.petra.ac.id
Universitas Kristen Petra,PTS,Jawa Timur,Surabaya,Desain Komunikasi Visual,Unggul,Branding, Digital Advertising, UI/UX Design,https://www.petra.ac.id
Universitas Kristen Petra,PTS,Jawa Timur,Surabaya,Teknik Sipil,Baik Sekali,Rekayasa Struktur, Manajemen Konstruksi, Geoteknik,https://www.petra.ac.id
Universitas Kristen Petra,PTS,Jawa Timur,Surabaya,Manajemen Bisnis,Baik Sekali,Manajemen Digital, Kewirausahaan, Manajemen Strategik,https://www.petra.ac.id
Universitas Kristen Petra,PTS,Jawa Timur,Surabaya,Ilmu Komunikasi,Baik Sekali,Jurnalisme, Hubungan Masyarakat, Media Digital,https://www.petra.ac.id
Universitas Surabaya,PTS,Jawa Timur,Surabaya,Farmasi,Unggul,Farmasi Klinis, Farmasi Industri, Kimia Farmasi,https://www.ubaya.ac.id
Universitas Surabaya,PTS,Jawa Timur,Surabaya,Psikologi,Unggul,Psikologi Klinis, Psikologi Industri, Psikologi Pendidikan,https://www.ubaya.ac.id
Universitas Surabaya,PTS,Jawa Timur,Surabaya,Manajemen,Baik Sekali,Manajemen Bisnis, Kewirausahaan, Manajemen Pemasaran,https://www.ubaya.ac.id
Universitas Surabaya,PTS,Jawa Timur,Surabaya,Teknik Industri,Baik Sekali,Rekayasa Sistem, Manajemen Kualitas, Rantai Pasok,https://www.ubaya.ac.id
Universitas Dian Nuswantoro,PTS,Jawa Tengah,Semarang,Teknik Informatika,Unggul,Software Engineering, AI, Game Technology, Keamanan Siber,https://dinus.ac.id
Universitas Dian Nuswantoro,PTS,Jawa Tengah,Semarang,Sistem Informasi,Baik Sekali,Business Intelligence, Digital Analytics, ERP Systems,https://dinus.ac.id
Universitas Dian Nuswantoro,PTS,Jawa Tengah,Semarang,Desain Komunikasi Visual,Baik Sekali,Desain Grafis, UI/UX, Animasi Digital,https://dinus.ac.id
